CommodityCode,CommodityName
110429,"Cereal grains; worked, other than rolled or flaked (e.g. Hulled, pearled, sliced or kibbled) of cereals, excluding oats and maize, and rice of heading no.1006"
110510,"Flour, meal and powder; of potatoes"
110520,"Flakes, granules and pellets; of potatoes"
110620,"Flour, meal and powder; of sago or of roots or tubers of heading no. 0714"
110630,"Flour, meal and powder; of the products of chapter 8"
110812,Starch; maize (corn) starch
110813,Starch; potato
110819,Starch; n.e.c. in item no. 1108.11 to 1108.14
120190,"Soya beans; other than seed, whether or not broken"
120241,"Ground-nuts; other than seed, not roasted or otherwise cooked, in shell"
120242,"Ground-nuts; other than seed, not roasted or otherwise cooked, shelled, whether or not broken,"
120300,Copra
120760,"Oil seeds; safflower (Carthamus tinctorius) seeds, whether or not broken"
120770,"Oil seeds; melon seeds, whether or not broken"
120991,"Seeds; vegetable seeds, of a kind used for sowing"
120999,"Seeds; n.e.c. in heading 1209, of a kind used for sowing"
121120,"Ginseng roots, of a kind used primarily in perfumery, in pharmacy or for insecticidal, fungicidal or similar purposes, fresh, chilled, frozen or dried, whether or not cut, crushed or powdered"
121130,"Coca leaf; of a kind used primarily in perfumery, in pharmacy or for insecticidal, fungicidal or similar purposes, fresh, chilled, frozen or dried, whether or not cut, crushed or powdered"
121190,"Plants and parts (including seeds and fruits) n.e.c. in heading no. 1211, of a kind used primarily in perfumery, in pharmacy or for insecticidal, fungicidal or similar purposes, fresh, chilled, frozen or dried, whether or not cut, crushed or powdered"
121221,"Seaweeds and other algae; fit for human consumption, fresh, chilled, frozen or dried, whether or not ground"
121229,"Seaweeds and other algae; not fit for human consumption, fresh, chilled, frozen or dried, whether or not ground"
121293,"Sugar cane; fit for human consumption, fresh, chilled, frozen or dried, whether or not ground"
121299,"Vegetable products; fit for human consumption, n.e.c. in heading no. 1212, fresh, chilled, frozen or dried, whether or not ground"
121300,"Cereal straw and husks; unprepared, whether or not chopped, ground, pressed or in the form of pellets"
130190,"Natural gums, resins, gum-resins and oleoresins, n.e.c. in heading no. 1301"
130212,Vegetable saps and extracts; of liquorice
130214,Vegetable saps and extracts; of ephedra
130219,Vegetable saps and extracts; n.e.c. in item no. 1302.1
130231,"Mucilages and thickeners; agar-agar, whether or not modified, derived from vegetable products"
130232,"Mucilages and thickeners; whether or not modified, derived from locust beans, locust bean seeds or guar seeds"
130239,"Mucilages and thickeners; whether or not modified, derived from vegetable products, n.e.c. in item no. 1302.3"
140110,Bamboo used primarily for plaiting
140120,Rattans used primarily for plaiting
140190,Vegetable materials of a kind used primarily for plaiting; n.e.c. in heading no. 1401
140490,Vegetable products; n.e.c. in chapter 14
150210,Tallow; other than those of heading 1503
150410,"Oils of fish; fish-liver oils and their fractions, whether or not refined, but not chemically modified"
150420,"Fats and oils and their fractions; of fish, (excluding liver-oils)"
150430,Fats and oils and their fractions; of marine mammals
151110,"Vegetable oils; palm oil and its fractions, crude, not chemically modified"
151190,"Vegetable oils; palm oil and its fractions, other than crude, whether or not refined, but not chemically modified"
151311,"Vegetable oils; coconut (copra) oil and its fractions, crude, not chemically modified"
151319,"Vegetable oils; coconut (copra) oil and its fractions, other than crude, whether or not refined, but not chemically modified"
151321,"Vegetable oils; palm kernel or babassu oil and their fractions, crude, not chemically modified"
151590,"Vegetable fats and oils and their fractions; fixed, n.e.c. in heading no. 1515, whether or not refined, but not chemically modified"
151620,"Vegetable fats and oils and their fractions; partly or wholly hydrogenated, inter-esterified, re-esterified or elaidinised, whether or not refined, but not further prepared"
151710,Margarine; excluding liquid margarine
151790,"Edible mixtures or preparations of animal or vegetable fats or oils or of fractions of different fats or oils of this chapter, other than edible fats or oils of heading no. 1516"
151800,"Animal or vegetable fats and oils and their fractions; oxidised, boiled or otherwise chemically modified, (excluding those of heading no. 1516), inedible mixtures or preparations of fats or oils"
152000,"Glycerol, crude; glycerol waters and glycerol lyes"
160100,"Meat preparations; sausages and similar products, of meat, meat offal or blood, and food preparations based on these products"
160210,"Meat preparations; homogenised preparations of meat, meat offal or blood"
160220,Meat preparations; of the prepared or preserved liver of any animal (excluding homogenised preparations)
160231,"Meat preparations; of turkeys, prepared or preserved meat or meat offal (excluding livers and homogenised preparations)"
160232,"Meat preparations; of the poultry of heading no. 0105, (i.e. of fowls of the species Gallus domesticus)"
160241,"Meat preparations; of swine, hams and cuts thereof, prepared or preserved (excluding homogenised preparations)"
160249,"Meat preparations; of swine, meat or meat offal (including mixtures), prepared or preserved, n.e.c. in heading no. 1602"
160250,"Meat preparations; of bovine animals, meat or meat offal, prepared or preserved (excluding livers and homogenised preparations)"
160290,"Meat preparations; of meat, meat offal or the blood of any animal, n.e.c. in heading no. 1602"
160300,"Extracts and juices; of meat, fish or crustaceans, molluscs or other aquatic invertebrates"
160411,"Fish preparations; salmon, prepared or preserved, whole or in pieces (but not minced)"
160412,"Fish preparations; herrings, prepared or preserved, whole or in pieces (but not minced)"
160413,"Fish preparations; sardines, sardinella and brisling or sprats, prepared or preserved, whole or in pieces (but not minced)"
160414,"Fish preparations; tunas, skipjack and Atlantic bonito (sarda spp.), prepared or preserved, whole or in pieces (but not minced)"
160415,"Fish preparations; mackerel, prepared or preserved, whole or in pieces (but not minced)"
160416,"Fish preparations; anchovies, prepared or preserved, whole or in pieces (but not minced)"
160419,"Fish preparations; fish prepared or preserved, whole or in pieces (but not minced), n.e.c. in heading no. 1604"
160420,"Fish preparations; fish minced or in forms n.e.c. in heading no. 1604, prepared or preserved"
160510,"Crustacean preparations; crab, prepared or preserved"
160521,"Crustacean preparations; shrimps and prawns, prepared or preserved, not in airtight containers"
160529,"Crustacean preparations; shrimps and prawns, prepared or preserved, in airtight containers"
160530,"Crustacean preparations; lobster, prepared or preserved"
160552,"Mollusc preparations; scallops, including queen scallops, prepared or preserved"
160554,"Mollusc preparations; cuttle fish and squid, prepared or preserved"
160555,"Mollusc preparations; octopus, prepared or preserved"
160557,"Mollusc preparations; abalone, prepared or preserved"
160561,"Aquatic invertebrates; sea cucumbers, prepared or preserved"
160562,"Aquatic invertebrates; sea urchins, prepared or preserved"
160563,"Aquatic invertebrates; jellyfish, prepared or preserved"
170112,"Sugars; beet sugar, raw, in solid form, not containing added flavouring or colouring matter"
170113,"Sugars; cane sugar, raw, in solid form, as specified in Subheading Note 2 to this chapter, not containing added flavouring or colouring matter"
170114,"Sugars; cane sugar, raw, in solid form, other than as specified in Subheading Note 2 to this chapter, not containing added flavouring or colouring matter"
170191,"Sugars; sucrose, chemically pure, in solid form, containing added flavouring or colouring matter"
170199,"Sugars; sucrose, chemically pure, in solid form, not containing added flavouring or colouring matter"
170219,"Sugars; lactose and lactose syrup, containing by weight less than 99% lactose, expressed as anhydrous lactose, calculated on the dry matter"
170220,"Sugars; maple sugar, chemically pure, in solid form; maple syrup, not containing added flavouring or colouring matter"
170230,"Sugars; glucose and glucose syrup, not containing fructose or containing in the dry state less than 20% by weight of fructose, the syrup not containing added flavouring or colouring matter"
170290,"Sugars; n.e.c. in heading no. 1702, including invert sugar and other sugar and sugar syrup blends containing, in the dry state, 50% by weight of fructose"
170410,"Sugar confectionery; chewing gum, whether or not sugar-coated, not containing cocoa"
170490,"Sugar confectionery; (excluding chewing gum, including white chocolate), not containing cocoa"
180100,"Cocoa beans; whole or broken, raw or roasted"
180310,"Cocoa; paste, not defatted"
180320,"Cocoa; paste, wholly or partly defatted"
180400,"Cocoa; butter, fat and oil"
180500,"Cocoa; powder, not containing added sugar or other sweetening matter"
180610,"Cocoa; powder, containing added sugar or other sweetening matter"
180620,"Chocolate & other food preparations containing cocoa; in blocks, slabs or bars weighing more than 2kg or in liquid, paste, powder, granular or other bulk form in containers or immediate packings, content exceeding 2kg"
180631,"Chocolate and other food preparations containing cocoa; in blocks, slabs or bars, filled, weighing 2kg or less"
180632,"Chocolate and other food preparations containing cocoa; in blocks, slabs or bars, (not filled), weighing 2kg or less"
180690,Chocolate and other food preparations containing cocoa; n.e.c. in chapter 18
190110,"Food preparations; of flour, meal, starch, malt extract or milk products, suitable for infants or young children, put up for retail sale"
190120,"Food preparations; mixes and doughs for the preparation of bread, pastry, cakes, biscuits and other bakers' wares"
190190,"Food preparations; of flour, meal, starch, malt extract or milk products, for uses n.e.c. in heading no. 1901"
190211,"Food preparations; pasta, containing eggs, uncooked, not stuffed or otherwise prepared"
190219,"Food preparations; pasta, uncooked (excluding that containing eggs), not stuffed or otherwise prepared"
190220,"Food preparations; pasta, stuffed (with meat or other substances), whether or not cooked or otherwise prepared"
190230,"Food preparations; pasta (excluding stuffed), cooked or otherwise prepared"
190300,"Food preparations; tapioca and substitutes thereof, prepared from starch in the form of flakes, grains, pearls, siftings or similar"
190410,Food preparations; obtained by the swelling or roasting of cereals or cereal products
